protein	mode	mzo	mz	i	fr	fe
PITPNB	pos	544.46810000	544.4576	0.0	G11	F2910
PITPNB	pos	544.46810000	544.4576	16100.0	G12	F2910
PITPNB	pos	544.46810000	544.4576	0.0	X0	F2910
PITPNB	pos	544.46810000	544.4574	27700.0	G5	F2909
PITPNB	pos	544.46810000	544.4574	24300.0	G6	F2909
PITPNB	pos	544.46810000	544.4574	22300.0	G7	F2909
PITPNB	pos	544.46810000	544.4574	12600.0	G8	F2909
PITPNB	pos	544.46810000	544.4574	8850.0	G9	F2909
PITPNB	pos	544.46810000	544.4574	13200.0	G10	F2909
PITPNB	pos	544.46810000	544.4574	0.0	G11	F2909
PITPNB	pos	544.46810000	544.4574	16100.0	G12	F2909
PITPNB	pos	544.46810000	544.4574	0.0	X0	F2909
PITPNB	pos	544.46810000	544.4563	27700.0	G5	F2908
PITPNB	pos	544.46810000	544.4563	24300.0	G6	F2908
PITPNB	pos	544.46810000	544.4563	22300.0	G7	F2908
PITPNB	pos	544.46810000	544.4563	12600.0	G8	F2908
PITPNB	pos	544.46810000	544.4563	8850.0	G9	F2908
PITPNB	pos	544.46810000	544.4563	13200.0	G10	F2908
PITPNB	pos	544.46810000	544.4563	0.0	G11	F2908
PITPNB	pos	544.46810000	544.4563	16100.0	G12	F2908
PITPNB	pos	544.46810000	544.4563	0.0	X0	F2908
PITPNB	pos	758.57880000	758.5735	25800.0	G5	F7405
PITPNB	pos	758.57880000	758.5735	nan	G6	F7405
PITPNB	pos	758.57880000	758.5735	17300.0	G7	F7405
PITPNB	pos	758.57880000	758.5735	20500.0	G8	F7405
PITPNB	pos	758.57880000	758.5735	13500.0	G9	F7405
PITPNB	pos	758.57880000	758.5735	22300.0	G10	F7405
PITPNB	pos	758.57880000	758.5735	16200.0	G11	F7405
PITPNB	pos	758.57880000	758.5735	15400.0	G12	F7405
PITPNB	pos	758.57880000	758.5735	27400.0	X0	F7405
PITPNB	pos	758.57880000	758.5723	25800.0	G5	F7404
PITPNB	pos	758.57880000	758.5723	nan	G6	F7404
PITPNB	pos	758.57880000	758.5723	17300.0	G7	F7404
PITPNB	pos	758.57880000	758.5723	20500.0	G8	F7404
PITPNB	pos	758.57880000	758.5723	13500.0	G9	F7404
PITPNB	pos	758.57880000	758.5723	22300.0	G10	F7404
PITPNB	pos	758.57880000	758.5723	16200.0	G11	F7404
PITPNB	pos	758.57880000	758.5723	15400.0	G12	F7404
PITPNB	pos	758.57880000	758.5723	27400.0	X0	F7404
PITPNB	pos	758.57880000	758.5701	25800.0	G5	F7403
PITPNB	pos	758.57880000	758.5701	nan	G6	F7403
PITPNB	pos	758.57880000	758.5701	17300.0	G7	F7403
PITPNB	pos	758.57880000	758.5701	20500.0	G8	F7403
PITPNB	pos	758.57880000	758.5701	13500.0	G9	F7403
PITPNB	pos	758.57880000	758.5701	22300.0	G10	F7403
PITPNB	pos	758.57880000	758.5701	16200.0	G11	F7403
PITPNB	pos	758.57880000	758.5701	15400.0	G12	F7403
PITPNB	pos	758.57880000	758.5701	27400.0	X0	F7403
PITPNB	pos	758.57880000	758.5697	25800.0	G5	F7402
PITPNB	pos	758.57880000	758.5697	nan	G6	F7402
PITPNB	pos	758.57880000	758.5697	17300.0	G7	F7402
PITPNB	pos	758.57880000	758.5697	20500.0	G8	F7402
PITPNB	pos	758.57880000	758.5697	13500.0	G9	F7402
PITPNB	pos	758.57880000	758.5697	22300.0	G10	F7402
PITPNB	pos	758.57880000	758.5697	16200.0	G11	F7402
PITPNB	pos	758.57880000	758.5697	15400.0	G12	F7402
PITPNB	pos	758.57880000	758.5697	27400.0	X0	F7402
PITPNB	pos	706.54810000	706.5387	0.0	G5	F6389
PITPNB	pos	706.54810000	706.5387	0.0	G6	F6389
PITPNB	pos	706.54810000	706.5387	0.0	G7	F6389
PITPNB	pos	706.54810000	706.5387	7070.0	G8	F6389
PITPNB	pos	706.54810000	706.5387	0.0	G9	F6389
PITPNB	pos	706.54810000	706.5387	0.0	G10	F6389
PITPNB	pos	706.54810000	706.5387	0.0	G11	F6389
PITPNB	pos	706.54810000	706.5387	0.0	G12	F6389
PITPNB	pos	706.54810000	706.5387	0.0	X0	F6389
PITPNB	pos	706.54810000	706.5382	0.0	G5	F6388
PITPNB	pos	706.54810000	706.5382	0.0	G6	F6388
PITPNB	pos	706.54810000	706.5382	0.0	G7	F6388
PITPNB	pos	706.54810000	706.5382	7070.0	G8	F6388
PITPNB	pos	706.54810000	706.5382	0.0	G9	F6388
PITPNB	pos	706.54810000	706.5382	0.0	G10	F6388
PITPNB	pos	706.54810000	706.5382	0.0	G11	F6388
PITPNB	pos	706.54810000	706.5382	0.0	G12	F6388
PITPNB	pos	706.54810000	706.5382	0.0	X0	F6388
BNIPL	neg	1096.76300000	1096.7604	0.0	C5	F28887
BNIPL	neg	1096.76300000	1096.7604	0.0	C6	F28887
BNIPL	neg	1096.76300000	1096.7604	0.0	C7	F28887
BNIPL	neg	1096.76300000	1096.7604	1460.0	C8	F28887
BNIPL	neg	1096.76300000	1096.7604	0.0	C9	F28887
BNIPL	neg	1096.76300000	1096.7604	1320.0	C10	F28887
BNIPL	neg	1096.76300000	1096.7604	0.0	C11	F28887
BNIPL	neg	1096.76300000	1096.7604	0.0	C12	F28887
BNIPL	neg	1096.76300000	1096.7604	0.0	X0	F28887
BNIPL	pos	516.43710000	516.4365	660000.0	C5	F2189
BNIPL	pos	516.43710000	516.4365	797000.0	C6	F2189
BNIPL	pos	516.43710000	516.4365	775000.0	C7	F2189
BNIPL	pos	516.43710000	516.4365	595000.0	C8	F2189
BNIPL	pos	516.43710000	516.4365	835000.0	C9	F2189
BNIPL	pos	516.43710000	516.4365	449000.0	C10	F2189
BNIPL	pos	516.43710000	516.4365	1020000.0	C11	F2189
BNIPL	pos	516.43710000	516.4365	909000.0	C12	F2189
BNIPL	pos	516.43710000	516.4365	1440000.0	X0	F2189
BNIPL	pos	544.46800000	544.4675	0.0	C5	F2523
BNIPL	pos	544.46800000	544.4675	0.0	C6	F2523
BNIPL	pos	544.46800000	544.4675	0.0	C7	F2523
BNIPL	pos	544.46800000	544.4675	0.0	C8	F2523
BNIPL	pos	544.46800000	544.4675	0.0	C9	F2523
BNIPL	pos	544.46800000	544.4675	0.0	C10	F2523
BNIPL	pos	544.46800000	544.4675	7410.0	C11	F2523
BNIPL	pos	544.46800000	544.4675	6260.0	C12	F2523
BNIPL	pos	544.46800000	544.4675	0.0	X0	F2523
BNIPL	pos	718.58270000	718.5778	0.0	C5	F5726
BNIPL	pos	718.58270000	718.5778	0.0	C6	F5726
BNIPL	pos	718.58270000	718.5778	0.0	C7	F5726
BNIPL	pos	718.58270000	718.5778	1890.0	C8	F5726
BNIPL	pos	718.58270000	718.5778	0.0	C9	F5726
BNIPL	pos	718.58270000	718.5778	0.0	C10	F5726
BNIPL	pos	718.58270000	718.5778	3840.0	C11	F5726
BNIPL	pos	718.58270000	718.5778	0.0	C12	F5726
BNIPL	pos	718.58270000	718.5778	0.0	X0	F5726
BNIPL	pos	544.46830000	544.4675	0.0	C5	F2523
BNIPL	pos	544.46830000	544.4675	0.0	C6	F2523
BNIPL	pos	544.46830000	544.4675	0.0	C7	F2523
BNIPL	pos	544.46830000	544.4675	0.0	C8	F2523
BNIPL	pos	544.46830000	544.4675	0.0	C9	F2523
BNIPL	pos	544.46830000	544.4675	0.0	C10	F2523
BNIPL	pos	544.46830000	544.4675	7410.0	C11	F2523
BNIPL	pos	544.46830000	544.4675	6260.0	C12	F2523
BNIPL	pos	544.46830000	544.4675	0.0	X0	F2523
BNIPL	pos	536.50500000	536.5044	0.0	C5	F2416
BNIPL	pos	536.50500000	536.5044	0.0	C6	F2416
BNIPL	pos	536.50500000	536.5044	0.0	C7	F2416
BNIPL	pos	536.50500000	536.5044	0.0	C8	F2416
BNIPL	pos	536.50500000	536.5044	0.0	C9	F2416
BNIPL	pos	536.50500000	536.5044	0.0	C10	F2416
BNIPL	pos	536.50500000	536.5044	0.0	C11	F2416
BNIPL	pos	536.50500000	536.5044	0.0	C12	F2416
BNIPL	pos	536.50500000	536.5044	14000.0	X0	F2416
BNIPL	pos	536.50500000	536.5037	0.0	C5	F2415
BNIPL	pos	536.50500000	536.5037	0.0	C6	F2415
BNIPL	pos	536.50500000	536.5037	0.0	C7	F2415
BNIPL	pos	536.50500000	536.5037	0.0	C8	F2415
BNIPL	pos	536.50500000	536.5037	0.0	C9	F2415
BNIPL	pos	536.50500000	536.5037	0.0	C10	F2415
BNIPL	pos	536.50500000	536.5037	0.0	C11	F2415
BNIPL	pos	536.50500000	536.5037	0.0	C12	F2415
BNIPL	pos	536.50500000	536.5037	14000.0	X0	F2415
TTPAL	pos	878.27670000	878.2819	19700.0	G4	F10265
TTPAL	pos	878.27670000	878.2819	15500.0	G5	F10265
TTPAL	pos	878.27670000	878.2819	304000.0	G6	F10265
TTPAL	pos	878.27670000	878.2819	467000.0	G7	F10265
TTPAL	pos	878.27670000	878.2819	14400.0	G8	F10265
TTPAL	pos	878.27670000	878.2819	17600.0	G9	F10265
TTPAL	pos	878.27670000	878.2819	11700.0	G10	F10265
TTPAL	pos	878.27670000	878.2819	12400.0	G11	F10265
TTPAL	pos	878.27670000	878.2819	0.0	X0	F10265
TTPAL	pos	878.27670000	878.2822	56200.0	G4	F10266
TTPAL	pos	878.27670000	878.2822	29900.0	G5	F10266
TTPAL	pos	878.27670000	878.2822	19200.0	G6	F10266
TTPAL	pos	878.27670000	878.2822	40200.0	G7	F10266
TTPAL	pos	878.27670000	878.2822	62700.0	G8	F10266
TTPAL	pos	878.27670000	878.2822	150000.0	G9	F10266
TTPAL	pos	878.27670000	878.2822	58900.0	G10	F10266
TTPAL	pos	878.27670000	878.2822	89000.0	G11	F10266
TTPAL	pos	878.27670000	878.2822	86100.0	X0	F10266
TTPAL	pos	878.27670000	878.2823	6650.0	G4	F10267
TTPAL	pos	878.27670000	878.2823	0.0	G5	F10267
TTPAL	pos	878.27670000	878.2823	0.0	G6	F10267
TTPAL	pos	878.27670000	878.2823	0.0	G7	F10267
TTPAL	pos	878.27670000	878.2823	11900.0	G8	F10267
TTPAL	pos	878.27670000	878.2823	0.0	G9	F10267
TTPAL	pos	878.27670000	878.2823	33300.0	G10	F10267
TTPAL	pos	878.27670000	878.2823	19800.0	G11	F10267
TTPAL	pos	878.27670000	878.2823	0.0	X0	F10267
CRABP2	pos	1042.33920000	1042.3328	0.0	E5	F9205
CRABP2	pos	1042.33920000	1042.3328	0.0	E6	F9205
CRABP2	pos	1042.33920000	1042.3328	0.0	E7	F9205
CRABP2	pos	1042.33920000	1042.3328	0.0	E8	F9205
CRABP2	pos	1042.33920000	1042.3328	7790.0	E9	F9205
CRABP2	pos	1042.33920000	1042.3328	5120.0	E10	F9205
CRABP2	pos	1042.33920000	1042.3328	0.0	E11	F9205
CRABP2	pos	1042.33920000	1042.3328	0.0	E12	F9205
CRABP2	pos	1042.33920000	1042.3328	0.0	X0	F9205
CRABP2	pos	518.45690000	518.456	11400.0	E5	F2363
CRABP2	pos	518.45690000	518.456	0.0	E6	F2363
CRABP2	pos	518.45690000	518.456	0.0	E7	F2363
CRABP2	pos	518.45690000	518.456	0.0	E8	F2363
CRABP2	pos	518.45690000	518.456	0.0	E9	F2363
CRABP2	pos	518.45690000	518.456	0.0	E10	F2363
CRABP2	pos	518.45690000	518.456	0.0	E11	F2363
CRABP2	pos	518.45690000	518.456	0.0	E12	F2363
CRABP2	pos	518.45690000	518.456	0.0	X0	F2363
CRABP2	pos	518.45690000	518.4537	11400.0	E5	F2362
CRABP2	pos	518.45690000	518.4537	0.0	E6	F2362
CRABP2	pos	518.45690000	518.4537	0.0	E7	F2362
CRABP2	pos	518.45690000	518.4537	0.0	E8	F2362
CRABP2	pos	518.45690000	518.4537	0.0	E9	F2362
CRABP2	pos	518.45690000	518.4537	0.0	E10	F2362
CRABP2	pos	518.45690000	518.4537	0.0	E11	F2362
CRABP2	pos	518.45690000	518.4537	0.0	E12	F2362
CRABP2	pos	518.45690000	518.4537	0.0	X0	F2362
CRABP2	pos	439.35120000	439.3518	0.0	E5	F1320
CRABP2	pos	439.35120000	439.3518	0.0	E6	F1320
CRABP2	pos	439.35120000	439.3518	237000.0	E7	F1320
CRABP2	pos	439.35120000	439.3518	0.0	E8	F1320
CRABP2	pos	439.35120000	439.3518	0.0	E9	F1320
CRABP2	pos	439.35120000	439.3518	0.0	E10	F1320
CRABP2	pos	439.35120000	439.3518	0.0	E11	F1320
CRABP2	pos	439.35120000	439.3518	0.0	E12	F1320
CRABP2	pos	439.35120000	439.3518	0.0	X0	F1320
CRABP2	pos	439.35120000	439.3523	250000.0	E5	F1321
CRABP2	pos	439.35120000	439.3523	0.0	E6	F1321
CRABP2	pos	439.35120000	439.3523	201000.0	E7	F1321
CRABP2	pos	439.35120000	439.3523	133000.0	E8	F1321
CRABP2	pos	439.35120000	439.3523	163000.0	E9	F1321
CRABP2	pos	439.35120000	439.3523	137000.0	E10	F1321
CRABP2	pos	439.35120000	439.3523	0.0	E11	F1321
CRABP2	pos	439.35120000	439.3523	74600.0	E12	F1321
CRABP2	pos	439.35120000	439.3523	0.0	X0	F1321
CRABP2	pos	439.35120000	439.3492	0.0	E5	F1319
CRABP2	pos	439.35120000	439.3492	0.0	E6	F1319
CRABP2	pos	439.35120000	439.3492	0.0	E7	F1319
CRABP2	pos	439.35120000	439.3492	0.0	E8	F1319
CRABP2	pos	439.35120000	439.3492	20100.0	E9	F1319
CRABP2	pos	439.35120000	439.3492	0.0	E10	F1319
CRABP2	pos	439.35120000	439.3492	0.0	E11	F1319
CRABP2	pos	439.35120000	439.3492	0.0	E12	F1319
CRABP2	pos	439.35120000	439.3492	33200.0	X0	F1319
ORP4	pos	560.42660000	560.4331	0.0	C4	F3686
ORP4	pos	560.42660000	560.4331	20300.0	C5	F3686
ORP4	pos	560.42660000	560.4331	27800.0	C6	F3686
ORP4	pos	560.42660000	560.4331	0.0	C7	F3686
ORP4	pos	560.42660000	560.4331	0.0	C8	F3686
ORP4	pos	560.42660000	560.4331	18000.0	C9	F3686
ORP4	pos	560.42660000	560.4331	0.0	C10	F3686
ORP4	pos	560.42660000	560.4331	0.0	C11	F3686
ORP4	pos	560.42660000	560.4331	13800.0	X0	F3686
ORP4	pos	560.42660000	560.4336	0.0	C4	F3687
ORP4	pos	560.42660000	560.4336	0.0	C5	F3687
ORP4	pos	560.42660000	560.4336	0.0	C6	F3687
ORP4	pos	560.42660000	560.4336	0.0	C7	F3687
ORP4	pos	560.42660000	560.4336	0.0	C8	F3687
ORP4	pos	560.42660000	560.4336	0.0	C9	F3687
ORP4	pos	560.42660000	560.4336	0.0	C10	F3687
ORP4	pos	560.42660000	560.4336	0.0	C11	F3687
ORP4	pos	560.42660000	560.4336	1590.0	X0	F3687
ORP4	pos	560.42660000	560.4174	0.0	C4	F3685
ORP4	pos	560.42660000	560.4174	0.0	C5	F3685
ORP4	pos	560.42660000	560.4174	0.0	C6	F3685
ORP4	pos	560.42660000	560.4174	15200.0	C7	F3685
ORP4	pos	560.42660000	560.4174	28200.0	C8	F3685
ORP4	pos	560.42660000	560.4174	32100.0	C9	F3685
ORP4	pos	560.42660000	560.4174	0.0	C10	F3685
ORP4	pos	560.42660000	560.4174	15800.0	C11	F3685
ORP4	pos	560.42660000	560.4174	22000.0	X0	F3685
ORP4	pos	560.42660000	560.4167	0.0	C4	F3684
ORP4	pos	560.42660000	560.4167	0.0	C5	F3684
ORP4	pos	560.42660000	560.4167	0.0	C6	F3684
ORP4	pos	560.42660000	560.4167	15200.0	C7	F3684
ORP4	pos	560.42660000	560.4167	28200.0	C8	F3684
ORP4	pos	560.42660000	560.4167	32100.0	C9	F3684
ORP4	pos	560.42660000	560.4167	0.0	C10	F3684
ORP4	pos	560.42660000	560.4167	15800.0	C11	F3684
ORP4	pos	560.42660000	560.4167	22000.0	X0	F3684
ORP4	pos	714.59730000	714.6042	0.0	C4	F7833
ORP4	pos	714.59730000	714.6042	18600.0	C5	F7833
ORP4	pos	714.59730000	714.6042	57700.0	C6	F7833
ORP4	pos	714.59730000	714.6042	23200.0	C7	F7833
ORP4	pos	714.59730000	714.6042	0.0	C8	F7833
ORP4	pos	714.59730000	714.6042	0.0	C9	F7833
ORP4	pos	714.59730000	714.6042	0.0	C10	F7833
ORP4	pos	714.59730000	714.6042	0.0	C11	F7833
ORP4	pos	714.59730000	714.6042	28500.0	X0	F7833
ORP4	pos	714.59730000	714.5898	0.0	C4	F7832
ORP4	pos	714.59730000	714.5898	0.0	C5	F7832
ORP4	pos	714.59730000	714.5898	0.0	C6	F7832
ORP4	pos	714.59730000	714.5898	0.0	C7	F7832
ORP4	pos	714.59730000	714.5898	0.0	C8	F7832
ORP4	pos	714.59730000	714.5898	0.0	C9	F7832
ORP4	pos	714.59730000	714.5898	0.0	C10	F7832
ORP4	pos	714.59730000	714.5898	1800.0	C11	F7832
ORP4	pos	714.59730000	714.5898	0.0	X0	F7832
ORP4	pos	714.59730000	714.5892	0.0	C4	F7831
ORP4	pos	714.59730000	714.5892	0.0	C5	F7831
ORP4	pos	714.59730000	714.5892	0.0	C6	F7831
ORP4	pos	714.59730000	714.5892	0.0	C7	F7831
ORP4	pos	714.59730000	714.5892	0.0	C8	F7831
ORP4	pos	714.59730000	714.5892	0.0	C9	F7831
ORP4	pos	714.59730000	714.5892	0.0	C10	F7831
ORP4	pos	714.59730000	714.5892	1800.0	C11	F7831
ORP4	pos	714.59730000	714.5892	0.0	X0	F7831
ORP4	pos	714.59730000	714.5883	0.0	C4	F7830
ORP4	pos	714.59730000	714.5883	0.0	C5	F7830
ORP4	pos	714.59730000	714.5883	0.0	C6	F7830
ORP4	pos	714.59730000	714.5883	0.0	C7	F7830
ORP4	pos	714.59730000	714.5883	0.0	C8	F7830
ORP4	pos	714.59730000	714.5883	0.0	C9	F7830
ORP4	pos	714.59730000	714.5883	0.0	C10	F7830
ORP4	pos	714.59730000	714.5883	1800.0	C11	F7830
ORP4	pos	714.59730000	714.5883	0.0	X0	F7830
ORP4	pos	714.59730000	714.5875	0.0	C4	F7829
ORP4	pos	714.59730000	714.5875	0.0	C5	F7829
ORP4	pos	714.59730000	714.5875	0.0	C6	F7829
ORP4	pos	714.59730000	714.5875	0.0	C7	F7829
ORP4	pos	714.59730000	714.5875	0.0	C8	F7829
ORP4	pos	714.59730000	714.5875	0.0	C9	F7829
ORP4	pos	714.59730000	714.5875	0.0	C10	F7829
ORP4	pos	714.59730000	714.5875	1800.0	C11	F7829
ORP4	pos	714.59730000	714.5875	0.0	X0	F7829
ORP4	pos	456.23630000	456.2191	0.0	C4	F1683
ORP4	pos	456.23630000	456.2191	0.0	C5	F1683
ORP4	pos	456.23630000	456.2191	16000.0	C6	F1683
ORP4	pos	456.23630000	456.2191	0.0	C7	F1683
ORP4	pos	456.23630000	456.2191	9250.0	C8	F1683
ORP4	pos	456.23630000	456.2191	0.0	C9	F1683
ORP4	pos	456.23630000	456.2191	196000.0	C10	F1683
ORP4	pos	456.23630000	456.2191	0.0	C11	F1683
ORP4	pos	456.23630000	456.2191	0.0	X0	F1683
ORP4	pos	456.23630000	456.2187	0.0	C4	F1682
ORP4	pos	456.23630000	456.2187	0.0	C5	F1682
ORP4	pos	456.23630000	456.2187	16000.0	C6	F1682
ORP4	pos	456.23630000	456.2187	0.0	C7	F1682
ORP4	pos	456.23630000	456.2187	9250.0	C8	F1682
ORP4	pos	456.23630000	456.2187	0.0	C9	F1682
ORP4	pos	456.23630000	456.2187	196000.0	C10	F1682
ORP4	pos	456.23630000	456.2187	0.0	C11	F1682
ORP4	pos	456.23630000	456.2187	0.0	X0	F1682
ORP4	pos	810.67760000	810.6794	0.0	C4	F9962
ORP4	pos	810.67760000	810.6794	0.0	C5	F9962
ORP4	pos	810.67760000	810.6794	0.0	C6	F9962
ORP4	pos	810.67760000	810.6794	0.0	C7	F9962
ORP4	pos	810.67760000	810.6794	0.0	C8	F9962
ORP4	pos	810.67760000	810.6794	0.0	C9	F9962
ORP4	pos	810.67760000	810.6794	336000.0	C10	F9962
ORP4	pos	810.67760000	810.6794	0.0	C11	F9962
ORP4	pos	810.67760000	810.6794	0.0	X0	F9962
ORP4	pos	810.67760000	810.6798	0.0	C4	F9963
ORP4	pos	810.67760000	810.6798	0.0	C5	F9963
ORP4	pos	810.67760000	810.6798	0.0	C6	F9963
ORP4	pos	810.67760000	810.6798	1300.0	C7	F9963
ORP4	pos	810.67760000	810.6798	0.0	C8	F9963
ORP4	pos	810.67760000	810.6798	2620.0	C9	F9963
ORP4	pos	810.67760000	810.6798	0.0	C10	F9963
ORP4	pos	810.67760000	810.6798	0.0	C11	F9963
ORP4	pos	810.67760000	810.6798	0.0	X0	F9963
ORP4	pos	810.67760000	810.6807	0.0	C4	F9964
ORP4	pos	810.67760000	810.6807	0.0	C5	F9964
ORP4	pos	810.67760000	810.6807	0.0	C6	F9964
ORP4	pos	810.67760000	810.6807	0.0	C7	F9964
ORP4	pos	810.67760000	810.6807	4560.0	C8	F9964
ORP4	pos	810.67760000	810.6807	7330.0	C9	F9964
ORP4	pos	810.67760000	810.6807	0.0	C10	F9964
ORP4	pos	810.67760000	810.6807	5450.0	C11	F9964
ORP4	pos	810.67760000	810.6807	0.0	X0	F9964
ORP4	pos	618.51950000	618.5203	0.0	C4	F5313
ORP4	pos	618.51950000	618.5203	0.0	C5	F5313
ORP4	pos	618.51950000	618.5203	0.0	C6	F5313
ORP4	pos	618.51950000	618.5203	7190.0	C7	F5313
ORP4	pos	618.51950000	618.5203	0.0	C8	F5313
ORP4	pos	618.51950000	618.5203	0.0	C9	F5313
ORP4	pos	618.51950000	618.5203	0.0	C10	F5313
ORP4	pos	618.51950000	618.5203	0.0	C11	F5313
ORP4	pos	618.51950000	618.5203	0.0	X0	F5313
ORP4	pos	618.51950000	618.5192	0.0	C4	F5312
ORP4	pos	618.51950000	618.5192	6220.0	C5	F5312
ORP4	pos	618.51950000	618.5192	9660.0	C6	F5312
ORP4	pos	618.51950000	618.5192	10200.0	C7	F5312
ORP4	pos	618.51950000	618.5192	6860.0	C8	F5312
ORP4	pos	618.51950000	618.5192	7620.0	C9	F5312
ORP4	pos	618.51950000	618.5192	0.0	C10	F5312
ORP4	pos	618.51950000	618.5192	4370.0	C11	F5312
ORP4	pos	618.51950000	618.5192	6550.0	X0	F5312
ORP9	neg	788.54430000	788.5422	0.0	E4	F20226
ORP9	neg	788.54430000	788.5422	0.0	E5	F20226
ORP9	neg	788.54430000	788.5422	0.0	E6	F20226
ORP9	neg	788.54430000	788.5422	0.0	E7	F20226
ORP9	neg	788.54430000	788.5422	833.0	E8	F20226
ORP9	neg	788.54430000	788.5422	0.0	E9	F20226
ORP9	neg	788.54430000	788.5422	2890.0	E10	F20226
ORP9	neg	788.54430000	788.5422	0.0	F1	F20226
ORP9	neg	788.54430000	788.5422	0.0	F2	F20226
ORP9	neg	788.54430000	788.5422	0.0	X0	F20226
ORP9	neg	786.52980000	786.529	0.0	E4	F20112
ORP9	neg	786.52980000	786.529	0.0	E5	F20112
ORP9	neg	786.52980000	786.529	0.0	E6	F20112
ORP9	neg	786.52980000	786.529	0.0	E7	F20112
ORP9	neg	786.52980000	786.529	0.0	E8	F20112
ORP9	neg	786.52980000	786.529	144.0	E9	F20112
ORP9	neg	786.52980000	786.529	369.0	E10	F20112
ORP9	neg	786.52980000	786.529	0.0	F1	F20112
ORP9	neg	786.52980000	786.529	0.0	F2	F20112
ORP9	neg	786.52980000	786.529	0.0	X0	F20112
ORP9	neg	786.52980000	786.5282	0.0	E4	F20111
ORP9	neg	786.52980000	786.5282	0.0	E5	F20111
ORP9	neg	786.52980000	786.5282	0.0	E6	F20111
ORP9	neg	786.52980000	786.5282	0.0	E7	F20111
ORP9	neg	786.52980000	786.5282	0.0	E8	F20111
ORP9	neg	786.52980000	786.5282	144.0	E9	F20111
ORP9	neg	786.52980000	786.5282	369.0	E10	F20111
ORP9	neg	786.52980000	786.5282	0.0	F1	F20111
ORP9	neg	786.52980000	786.5282	0.0	F2	F20111
ORP9	neg	786.52980000	786.5282	0.0	X0	F20111
ORP9	neg	786.52980000	786.5272	0.0	E4	F20110
ORP9	neg	786.52980000	786.5272	0.0	E5	F20110
ORP9	neg	786.52980000	786.5272	0.0	E6	F20110
ORP9	neg	786.52980000	786.5272	0.0	E7	F20110
ORP9	neg	786.52980000	786.5272	0.0	E8	F20110
ORP9	neg	786.52980000	786.5272	144.0	E9	F20110
ORP9	neg	786.52980000	786.5272	369.0	E10	F20110
ORP9	neg	786.52980000	786.5272	0.0	F1	F20110
ORP9	neg	786.52980000	786.5272	0.0	F2	F20110
ORP9	neg	786.52980000	786.5272	0.0	X0	F20110
ORP9	pos	790.56750000	790.5591	0.0	E4	F10636
ORP9	pos	790.56750000	790.5591	0.0	E5	F10636
ORP9	pos	790.56750000	790.5591	0.0	E6	F10636
ORP9	pos	790.56750000	790.5591	0.0	E7	F10636
ORP9	pos	790.56750000	790.5591	0.0	E8	F10636
ORP9	pos	790.56750000	790.5591	0.0	E9	F10636
ORP9	pos	790.56750000	790.5591	0.0	E10	F10636
ORP9	pos	790.56750000	790.5591	0.0	F1	F10636
ORP9	pos	790.56750000	790.5591	0.0	F2	F10636
ORP9	pos	790.56750000	790.5591	4220.0	X0	F10636
ORP9	pos	762.53850000	762.5571	252000.0	E4	F9974
ORP9	pos	762.53850000	762.5571	265000.0	E5	F9974
ORP9	pos	762.53850000	762.5571	66500.0	E6	F9974
ORP9	pos	762.53850000	762.5571	299000.0	E7	F9974
ORP9	pos	762.53850000	762.5571	286000.0	E8	F9974
ORP9	pos	762.53850000	762.5571	215000.0	E9	F9974
ORP9	pos	762.53850000	762.5571	372000.0	E10	F9974
ORP9	pos	762.53850000	762.5571	nan	F1	F9974
ORP9	pos	762.53850000	762.5571	261000.0	F2	F9974
ORP9	pos	762.53850000	762.5571	96200.0	X0	F9974
ORP9	pos	762.53850000	762.5581	0.0	E4	F9975
ORP9	pos	762.53850000	762.5581	0.0	E5	F9975
ORP9	pos	762.53850000	762.5581	19900.0	E6	F9975
ORP9	pos	762.53850000	762.5581	0.0	E7	F9975
ORP9	pos	762.53850000	762.5581	0.0	E8	F9975
ORP9	pos	762.53850000	762.5581	105000.0	E9	F9975
ORP9	pos	762.53850000	762.5581	0.0	E10	F9975
ORP9	pos	762.53850000	762.5581	64400.0	F1	F9975
ORP9	pos	762.53850000	762.5581	0.0	F2	F9975
ORP9	pos	762.53850000	762.5581	0.0	X0	F9975
ORP9	pos	762.53850000	762.5282	0.0	E4	F9973
ORP9	pos	762.53850000	762.5282	10800.0	E5	F9973
ORP9	pos	762.53850000	762.5282	0.0	E6	F9973
ORP9	pos	762.53850000	762.5282	0.0	E7	F9973
ORP9	pos	762.53850000	762.5282	0.0	E8	F9973
ORP9	pos	762.53850000	762.5282	0.0	E9	F9973
ORP9	pos	762.53850000	762.5282	0.0	E10	F9973
ORP9	pos	762.53850000	762.5282	0.0	F1	F9973
ORP9	pos	762.53850000	762.5282	0.0	F2	F9973
ORP9	pos	762.53850000	762.5282	0.0	X0	F9973
ORP9	pos	762.53850000	762.5278	0.0	E4	F9972
ORP9	pos	762.53850000	762.5278	10800.0	E5	F9972
ORP9	pos	762.53850000	762.5278	0.0	E6	F9972
ORP9	pos	762.53850000	762.5278	0.0	E7	F9972
ORP9	pos	762.53850000	762.5278	0.0	E8	F9972
ORP9	pos	762.53850000	762.5278	0.0	E9	F9972
ORP9	pos	762.53850000	762.5278	0.0	E10	F9972
ORP9	pos	762.53850000	762.5278	0.0	F1	F9972
ORP9	pos	762.53850000	762.5278	0.0	F2	F9972
