protein	ionm	id	mz	mzcorr	intensity	cls	headgroup1	rtmean	rtms2	rtlow	rtup	headgroup	lyso	pref	carb	unsat	fa1p	fa1c	fa1u	fa2p	fa2c	fa2u	fa3p	fa3c	fa3u	fullhgroup	mhgroup	uhgroup	hgcc	cc	hgfa	ccfa	screen
STARD5	pos	4	442.352319978062	442.3495	4400000	I	Detergent	2.93	2.9758017	1.09	4.19	P40			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	P40	Detergent	P40	NA	NA	NA	NA	A
STARD5	pos	5	530.411981354825	530.4086	2700000	I	Detergent	2.85	2.8879773	1.08	3.21	P40			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	P40	Detergent	P40	NA	NA	NA	NA	A
STARD5	pos	6	472.366311316037	472.3633	1300000	I	Detergent	3.48	3.4963419	1.22	3.95	P40			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	P40	Detergent	P40	NA	NA	NA	NA	A
STARD5	pos	7	397.294032733312	397.2915	340000	I	Detergent	2.94	2.8785919	1.41	3.25	P40			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	P40	Detergent	P40	NA	NA	NA	NA	A
STARD5	pos	8	460.269234197662	460.2663	300000	III.2	unknown	1.57	1.5461618	0.9	1.7	PG	Lyso		13.0	0.0		13.0	0.0		NaN	NaN		NaN	NaN	LysoPG	NA	LysoPG	LysoPG(13:0)	13:0	LysoPG(13:0)	13:0	A
STARD5	pos	9	428.336830629887	428.3341	250000	II	Detergent	3.58	NaN	1.56	3.92	P40			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	P40	Detergent	P40	NA	NA	NA	NA	A
STARD5	pos	10	544.428170707463	544.4247	190000	II	Cer	3.38	NaN	1.56	4.08	Cer		t	32.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	Cer	Cer	Cer(32:3)	32:3	NA	NA	A
STARD5	pos	11	478.391649727325	478.3886	55000	III.6	unknown	2.71	6.8203246	1.51	4.01	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
STARD5	pos	12	478.392349731787	478.3893	15000	III.6	unknown	3.67	6.8203246	3.38	4.26	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
STARD5	pos	13	1173.86398333519	1173.8565	11000	II	PI	22.0	20.575149	21.52	22.69	PI		O	58.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PI-O	PI	PI	PI(58:5)	58:5	NA	NA	A
STARD10	pos	0	786.600098572488	786.5987	11000000	I	PC	10.68	10.709122	10.29	11.04	PC			36.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(36:2)	36:2	NA	NA	A
STARD10	pos	1	758.568748732837	758.5674	8700000	I	PC	9.42	9.4467112	9.0	9.9	PC			34.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(34:2)	34:2	NA	NA	A
STARD10	pos	2	760.583552315151	760.5822	4400000	I	PC	10.53	10.517127	10.2	10.85	PC			34.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(34:1)	34:1	NA	NA	A
STARD10	pos	3	732.554602479767	732.5533	3800000	I	PC	9.25	9.2445457	7.41	11.63	PC			32.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(32:1)	32:1	NA	NA	A
STARD10	pos	4	730.539298896564	730.538	1700000	I	PC	8.29	8.2894016	7.83	9.48	PC			32.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(32:2)	32:2	NA	NA	A
STARD10	pos	5	784.585194989996	784.5838	1600000	I	PC	9.75	9.7768988	9.33	10.22	PC			36.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(36:3)	36:3	NA	NA	A
STARD10	pos	6	746.605827462801	746.6045	1300000	I	PC-O	11.37	11.433624	10.98	11.72	PC		O	34.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	PC-O	PC-O	PC-O(34:1)	34:1	NA	NA	A
STARD10	pos	7	772.619973715871	772.6186	1100000	I	PC-O	11.48	11.473626	11.13	11.96	PC		O	36.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	PC-O	PC-O	PC-O(36:2)	36:2	NA	NA	A
STARD10	pos	8	718.575477624928	718.5742	910000	I	PC-O	10.07	10.106553	9.62	10.59	PC		O	32.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	PC-O	PC-O	PC-O(32:1)	32:1	NA	NA	A
STARD10	pos	9	704.521852637627	704.5206	720000	I	PC	8.07	8.0812717	7.12	10.44	PC			30.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(30:1)	30:1	NA	NA	A
STARD10	pos	10	744.591723881731	744.5904	720000	IV.7	ambiguous	10.2	10.159373	9.75	10.93	PC		O	34.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	ambiguous	PC-O	PC-O(34:2)	34:2	NA	NA	A
STARD10	pos	10	744.591723881731	744.5904	720000	IV.7	ambiguous	10.2	10.159373	9.75	10.93	SM		d	36.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	SM	ambiguous	SM	SM(36:3)	36:3	NA	NA	A
STARD10	pos	11	756.553045148922	756.5517	680000	I	PC	8.59	8.6106539	8.13	9.28	PC			34.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(34:3)	34:3	NA	NA	A
STARD10	pos	12	794.60551280609	794.6041	590000	IV.7	ambiguous	10.39	10.366978	9.91	11.52	LysoPC	Lyso		38.0	5.0		38.0	5.0		NaN	NaN		NaN	NaN	LysoPC	ambiguous	LysoPC	LysoPC(38:5)	38:5	LysoPC(38:5)	38:5	A
STARD10	pos	12	794.60551280609	794.6041	590000	IV.7	ambiguous	10.39	10.366978	9.91	11.52	PC		O	38.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	ambiguous	PC-O	PC-O(38:5)	38:5	NA	NA	A
STARD10	pos	13	782.569091405371	782.5677	570000	I	PC	8.83	8.8948999	8.38	9.73	PC			36.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(36:4)	36:4	NA	NA	A
STARD10	pos	14	772.584673653107	772.5833	450000	I	PC	10.02	10.011841	9.62	10.43	PC			35.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(35:2)	35:2	NA	NA	A
STARD10	pos	15	806.570634080038	806.5692	400000	I	PC	9.25	9.2261417	8.08	10.01	PC			38.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(38:6)	38:6	NA	NA	A
STARD10	pos	16	818.607555481646	818.6061	340000	I	PC-O	10.1	10.125705	9.43	10.7	PC		O	40.0	7.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	PC-O	PC-O	PC-O(40:7)	40:7	NA	NA	A
STARD10	pos	17	808.583537658974	808.5821	350000	I	adduct	10.68	10.664531	10.33	11.0	PC			36.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	adduct	PC	PC(36:2)	36:2	NA	NA	A
STARD10	pos	18	770.60457013249	770.6032	330000	IV	ambiguous	10.5	NaN	10.04	11.12	HexCerOH		t	38.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	ambiguous	HexCerOH	HexCerOH(38:2)	38:2	NA	NA	A
STARD10	pos	18	770.60457013249	770.6032	330000	IV	ambiguous	10.5	NaN	10.04	11.12	PC		O	36.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	ambiguous	PC-O	PC-O(36:3)	36:3	NA	NA	A
STARD10	pos	18	770.60457013249	770.6032	330000	IV	ambiguous	10.5	NaN	10.04	11.12	PE		O	39.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	ambiguous	PE-O	PE-O(39:3)	39:3	NA	NA	A
STARD10	pos	18	770.60457013249	770.6032	330000	IV	ambiguous	10.5	NaN	10.04	11.12	PA		O	41.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PA-O	ambiguous	PA-O	PA-O(41:4)	41:4	NA	NA	A
STARD10	pos	18	770.60457013249	770.6032	330000	IV	ambiguous	10.5	NaN	10.04	11.12	PC		O	34.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	ambiguous	PC-O	PC-O(34:0)	34:0	NA	NA	A
STARD10	pos	18	770.60457013249	770.6032	330000	IV	ambiguous	10.5	NaN	10.04	11.12	PE		O	37.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	ambiguous	PE-O	PE-O(37:0)	37:0	NA	NA	A
STARD10	pos	19	832.586380335952	832.5849	320000	I	PC	9.36	9.4282967	8.96	9.64	PC			40.0	7.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(40:7)	40:7	NA	NA	A
STARD10	pos	20	774.542777134609	774.5414	300000	III.2	unknown	10.3	10.258044	9.87	10.59	PE		O	40.0	8.0		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	NA	NA	PE-O(40:8)	40:8	NA	NA	A
STARD10	pos	20	774.542777134609	774.5414	300000	III.2	unknown	10.3	10.258044	9.87	10.59	PA		O	42.0	9.0		NaN	NaN		NaN	NaN		NaN	NaN	PA-O	NA	NA	PA-O(42:9)	42:9	NA	NA	A
STARD10	pos	20	774.542777134609	774.5414	300000	III.2	unknown	10.3	10.258044	9.87	10.59	HexCerOH		t	37.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	NA	NA	HexCerOH(37:4)	37:4	NA	NA	A
STARD10	pos	20	774.542777134609	774.5414	300000	III.2	unknown	10.3	10.258044	9.87	10.59	PE		O	38.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	NA	NA	PE-O(38:5)	38:5	NA	NA	A
STARD10	pos	20	774.542777134609	774.5414	300000	III.2	unknown	10.3	10.258044	9.87	10.59	PC		O	35.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	NA	NA	PC-O(35:5)	35:5	NA	NA	A
STARD10	pos	20	774.542777134609	774.5414	300000	III.2	unknown	10.3	10.258044	9.87	10.59	LysoPE	Lyso		38.0	5.0		38.0	5.0		NaN	NaN		NaN	NaN	LysoPE	NA	NA	LysoPE(38:5)	38:5	LysoPE(38:5)	38:5	A
STARD10	pos	21	810.601641247155	810.6002	290000	I	PC	10.11	10.080549	9.54	10.75	PC			38.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(38:4)	38:4	NA	NA	A
STARD10	pos	22	808.585837663063	808.5844	270000	I	PC	9.62	9.5522335	9.26	9.97	PC			38.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(38:5)	38:5	NA	NA	A
STARD10	pos	23	768.589666549997	768.5883	250000	IV.7	ambiguous	10.29	10.2995	9.57	11.53	PC		O	36.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	ambiguous	PC-O	PC-O(36:4)	36:4	NA	NA	A
STARD10	pos	23	768.589666549997	768.5883	250000	IV.7	ambiguous	10.29	10.2995	9.57	11.53	LysoPC	Lyso		36.0	4.0		36.0	4.0		NaN	NaN		NaN	NaN	LysoPC	ambiguous	LysoPC	LysoPC(36:4)	36:4	LysoPC(36:4)	36:4	A
STARD10	pos	24	796.619716387337	796.6183	210000	IV	ambiguous	10.92	NaN	10.6	12.05	PC		O	38.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	ambiguous	PC-O	PC-O(38:4)	38:4	NA	NA	A
STARD10	pos	24	796.619716387337	796.6183	210000	IV	ambiguous	10.92	NaN	10.6	12.05	HexCerOH		t	40.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	ambiguous	HexCerOH	HexCerOH(40:3)	40:3	NA	NA	A
STARD10	pos	24	796.619716387337	796.6183	210000	IV	ambiguous	10.92	NaN	10.6	12.05	LysoPC	Lyso		38.0	4.0		38.0	4.0		NaN	NaN		NaN	NaN	LysoPC	ambiguous	LysoPC	LysoPC(38:4)	38:4	LysoPC(38:4)	38:4	A
STARD10	pos	24	796.619716387337	796.6183	210000	IV	ambiguous	10.92	NaN	10.6	12.05	PE		O	41.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	ambiguous	PE-O	PE-O(41:4)	41:4	NA	NA	A
STARD10	pos	24	796.619716387337	796.6183	210000	IV	ambiguous	10.92	NaN	10.6	12.05	PA		O	43.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PA-O	ambiguous	PA-O	PA-O(43:5)	43:5	NA	NA	A
STARD10	pos	24	796.619716387337	796.6183	210000	IV	ambiguous	10.92	NaN	10.6	12.05	HexCerOH		t	38.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	ambiguous	HexCerOH	HexCerOH(38:0)	38:0	NA	NA	A
STARD10	pos	24	796.619716387337	796.6183	210000	IV	ambiguous	10.92	NaN	10.6	12.05	PC		O	36.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	ambiguous	PC-O	PC-O(36:1)	36:1	NA	NA	A
STARD10	pos	24	796.619716387337	796.6183	210000	IV	ambiguous	10.92	NaN	10.6	12.05	PE		O	39.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	ambiguous	PE-O	PE-O(39:1)	39:1	NA	NA	A
STARD10	pos	25	567.324608701361	567.3236	210000	IV	ambiguous	4.06	NaN	3.23	4.91	BMP			21.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	BMP	ambiguous	BMP	BMP(21:1)	21:1	NA	NA	A
STARD10	pos	25	567.324608701361	567.3236	210000	IV	ambiguous	4.06	NaN	3.23	4.91	PG			21.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PG	ambiguous	PG	PG(21:1)	21:1	NA	NA	A
STARD10	pos	26	744.554623815767	744.5533	190000	I	PC	8.82	8.8171922	8.42	9.32	PC			33.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(33:2)	33:2	NA	NA	A
STARD10	pos	27	770.604770132845	770.6034	190000	IV	ambiguous	11.28	NaN	11.02	11.72	HexCerOH		t	38.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	ambiguous	HexCerOH	HexCerOH(38:2)	38:2	NA	NA	A
STARD10	pos	27	770.604770132845	770.6034	190000	IV	ambiguous	11.28	NaN	11.02	11.72	PC		O	36.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	ambiguous	PC-O	PC-O(36:3)	36:3	NA	NA	A
STARD10	pos	27	770.604770132845	770.6034	190000	IV	ambiguous	11.28	NaN	11.02	11.72	PE		O	39.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	ambiguous	PE-O	PE-O(39:3)	39:3	NA	NA	A
STARD10	pos	27	770.604770132845	770.6034	190000	IV	ambiguous	11.28	NaN	11.02	11.72	PA		O	41.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PA-O	ambiguous	PA-O	PA-O(41:4)	41:4	NA	NA	A
STARD10	pos	27	770.604770132845	770.6034	190000	IV	ambiguous	11.28	NaN	11.02	11.72	PC		O	34.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	ambiguous	PC-O	PC-O(34:0)	34:0	NA	NA	A
STARD10	pos	27	770.604770132845	770.6034	190000	IV	ambiguous	11.28	NaN	11.02	11.72	PE		O	37.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	ambiguous	PE-O	PE-O(37:0)	37:0	NA	NA	A
STARD10	pos	28	744.590623879775	744.5893	180000	I	PC-O	11.15	11.28016	10.87	11.53	PC		O	34.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	PC-O	PC-O	PC-O(34:2)	34:2	NA	NA	A
STARD10	pos	29	780.553987822523	780.5526	180000	IV	ambiguous	8.32	9.4774674	7.74	8.91	Hex2Cer		d	28.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	Hex2Cer	ambiguous	Hex2Cer	Hex2Cer(28:0)	28:0	NA	NA	A
STARD10	pos	29	780.553987822523	780.5526	180000	IV	ambiguous	8.32	9.4774674	7.74	8.91	PE			39.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	ambiguous	PE	PE(39:5)	39:5	NA	NA	A
STARD10	pos	29	780.553987822523	780.5526	180000	IV	ambiguous	8.32	9.4774674	7.74	8.91	PC			36.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	ambiguous	PC	PC(36:5)	36:5	NA	NA	A
STARD10	pos	29	780.553987822523	780.5526	180000	IV	ambiguous	8.32	9.4774674	7.74	8.91	PA			41.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN	PA	ambiguous	PA	PA(41:6)	41:6	NA	NA	A
STARD10	pos	29	780.553987822523	780.5526	180000	IV	ambiguous	8.32	9.4774674	7.74	8.91	PE			37.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	ambiguous	PE	PE(37:2)	37:2	NA	NA	A
STARD10	pos	29	780.553987822523	780.5526	180000	IV	ambiguous	8.32	9.4774674	7.74	8.91	PC			34.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	ambiguous	PC	PC(34:2)	34:2	NA	NA	A
STARD10	pos	30	812.616844830181	812.6154	180000	IV	ambiguous	10.95	NaN	10.64	11.49	PE			41.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	ambiguous	PE	PE(41:3)	41:3	NA	NA	A
STARD10	pos	30	812.616844830181	812.6154	180000	IV	ambiguous	10.95	NaN	10.64	11.49	PC			38.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	ambiguous	PC	PC(38:3)	38:3	NA	NA	A
STARD10	pos	30	812.616844830181	812.6154	180000	IV	ambiguous	10.95	NaN	10.64	11.49	PA			43.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PA	ambiguous	PA	PA(43:4)	43:4	NA	NA	A
STARD10	pos	30	812.616844830181	812.6154	180000	IV	ambiguous	10.95	NaN	10.64	11.49	PC			36.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	ambiguous	PC	PC(36:0)	36:0	NA	NA	A
STARD10	pos	30	812.616844830181	812.6154	180000	IV	ambiguous	10.95	NaN	10.64	11.49	PE			39.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	ambiguous	PE	PE(39:0)	39:0	NA	NA	A
STARD10	pos	31	780.550787816833	780.5494	170000	I	adduct	9.42	9.4774674	9.04	9.85	PC			34.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	adduct	PC	PC(34:2)	34:2	NA	NA	A
STARD10	pos	32	748.525330875672	748.524	170000	IV.7	ambiguous	9.82	10.261904	9.37	10.35	PE		O	38.0	7.0		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	ambiguous	PE-O	PE-O(38:7)	38:7	NA	NA	A
STARD10	pos	32	748.525330875672	748.524	170000	IV.7	ambiguous	9.82	10.261904	9.37	10.35	PC		O	35.0	7.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	ambiguous	PC-O	PC-O(35:7)	35:7	NA	NA	A
STARD10	pos	32	748.525330875672	748.524	170000	IV.7	ambiguous	9.82	10.261904	9.37	10.35	PA		O	40.0	8.0		NaN	NaN		NaN	NaN		NaN	NaN	PA-O	ambiguous	PA-O	PA-O(40:8)	40:8	NA	NA	A
STARD10	pos	32	748.525330875672	748.524	170000	IV.7	ambiguous	9.82	10.261904	9.37	10.35	HexCerOH		t	35.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	ambiguous	HexCerOH	HexCerOH(35:3)	35:3	NA	NA	A
STARD10	pos	32	748.525330875672	748.524	170000	IV.7	ambiguous	9.82	10.261904	9.37	10.35	PE		O	36.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	ambiguous	PE-O	PE-O(36:4)	36:4	NA	NA	A
STARD10	pos	32	748.525330875672	748.524	170000	IV.7	ambiguous	9.82	10.261904	9.37	10.35	LysoPE	Lyso		36.0	4.0		36.0	4.0		NaN	NaN		NaN	NaN	LysoPE	ambiguous	LysoPE	LysoPE(36:4)	36:4	LysoPE(36:4)	36:4	A
STARD10	pos	32	748.525330875672	748.524	170000	IV.7	ambiguous	9.82	10.261904	9.37	10.35	PC		O	33.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	ambiguous	PC-O	PC-O(33:4)	33:4	NA	NA	A
STARD10	pos	33	814.633648416052	814.6322	160000	I	PC	11.99	12.039945	11.6	12.41	PC			38.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(38:2)	38:2	NA	NA	A
STARD10	pos	34	742.575720297283	742.5744	160000	IV	ambiguous	9.98	NaN	9.04	10.55	PE		O	37.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	ambiguous	PE-O	PE-O(37:3)	37:3	NA	NA	A
STARD10	pos	34	742.575720297283	742.5744	160000	IV	ambiguous	9.98	NaN	9.04	10.55	PC		O	34.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	ambiguous	PC-O	PC-O(34:3)	34:3	NA	NA	A
STARD10	pos	34	742.575720297283	742.5744	160000	IV	ambiguous	9.98	NaN	9.04	10.55	HexCerOH		t	36.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	ambiguous	HexCerOH	HexCerOH(36:2)	36:2	NA	NA	A
STARD10	pos	34	742.575720297283	742.5744	160000	IV	ambiguous	9.98	NaN	9.04	10.55	PA		O	39.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PA-O	ambiguous	PA-O	PA-O(39:4)	39:4	NA	NA	A
STARD10	pos	34	742.575720297283	742.5744	160000	IV	ambiguous	9.98	NaN	9.04	10.55	PE		O	35.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	ambiguous	PE-O	PE-O(35:0)	35:0	NA	NA	A
STARD10	pos	34	742.575720297283	742.5744	160000	IV	ambiguous	9.98	NaN	9.04	10.55	PC		O	32.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	ambiguous	PC-O	PC-O(32:0)	32:0	NA	NA	A
STARD10	pos	35	788.61640215747	788.615	150000	IV	ambiguous	11.93	NaN	11.56	12.21	PC			36.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	ambiguous	PC	PC(36:1)	36:1	NA	NA	A
STARD10	pos	35	788.61640215747	788.615	150000	IV	ambiguous	11.93	NaN	11.56	12.21	PE			39.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	ambiguous	PE	PE(39:1)	39:1	NA	NA	A
STARD10	pos	35	788.61640215747	788.615	150000	IV	ambiguous	11.93	NaN	11.56	12.21	PA			41.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PA	ambiguous	PA	PA(41:2)	41:2	NA	NA	A
STARD10	pos	35	788.61640215747	788.615	150000	IV	ambiguous	11.93	NaN	11.56	12.21	DAG			48.0	11.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG	ambiguous	DAG	DAG(48:11)	48:11	NA	NA	A
STARD10	pos	36	804.554730495767	804.5533	140000	I	PC	8.21	8.2748935	7.83	8.58	PC			38.0	7.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(38:7)	38:7	NA	NA	A
STARD10	pos	37	766.538062902252	766.5367	130000	IV	ambiguous	9.96	2.7022898	9.58	10.35	PC			35.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	ambiguous	PC	PC(35:5)	35:5	NA	NA	A
STARD10	pos	37	766.538062902252	766.5367	130000	IV	ambiguous	9.96	2.7022898	9.58	10.35	PE			38.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	ambiguous	PE	PE(38:5)	38:5	NA	NA	A
STARD10	pos	37	766.538062902252	766.5367	130000	IV	ambiguous	9.96	2.7022898	9.58	10.35	HexDAG			34.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	HexDAG	ambiguous	HexDAG	HexDAG(34:5)	34:5	NA	NA	A
STARD10	pos	37	766.538062902252	766.5367	130000	IV	ambiguous	9.96	2.7022898	9.58	10.35	PA			40.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN	PA	ambiguous	PA	PA(40:6)	40:6	NA	NA	A
STARD10	pos	37	766.538062902252	766.5367	130000	IV	ambiguous	9.96	2.7022898	9.58	10.35	PC			33.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	ambiguous	PC	PC(33:2)	33:2	NA	NA	A
STARD10	pos	37	766.538062902252	766.5367	130000	IV	ambiguous	9.96	2.7022898	9.58	10.35	PE			36.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	ambiguous	PE	PE(36:2)	36:2	NA	NA	A
STARD10	pos	38	782.56639140057	782.565	110000	IV	ambiguous	10.48	9.1552256	10.16	10.82	PE			39.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	ambiguous	PE	PE(39:4)	39:4	NA	NA	A
STARD10	pos	38	782.56639140057	782.565	110000	IV	ambiguous	10.48	9.1552256	10.16	10.82	PC			36.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	ambiguous	PC	PC(36:4)	36:4	NA	NA	A
STARD10	pos	38	782.56639140057	782.565	110000	IV	ambiguous	10.48	9.1552256	10.16	10.82	PA			41.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PA	ambiguous	PA	PA(41:5)	41:5	NA	NA	A
STARD10	pos	38	782.56639140057	782.565	110000	IV	ambiguous	10.48	9.1552256	10.16	10.82	PC			34.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	ambiguous	PC	PC(34:1)	34:1	NA	NA	A
STARD10	pos	38	782.56639140057	782.565	110000	IV	ambiguous	10.48	9.1552256	10.16	10.82	PE			37.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	ambiguous	PE	PE(37:1)	37:1	NA	NA	A
STARD10	pos	39	722.511984624025	722.5107	36000	IV	ambiguous	9.61	2.6284259	9.29	9.81	PC		O	33.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	ambiguous	PC-O	PC-O(33:6)	33:6	NA	NA	A
STARD10	pos	39	722.511984624025	722.5107	36000	IV	ambiguous	9.61	2.6284259	9.29	9.81	PE		O	36.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	ambiguous	PE-O	PE-O(36:6)	36:6	NA	NA	A
STARD10	pos	39	722.511984624025	722.5107	36000	IV	ambiguous	9.61	2.6284259	9.29	9.81	LysoPE	Lyso		36.0	6.0		36.0	6.0		NaN	NaN		NaN	NaN	LysoPE	ambiguous	LysoPE	LysoPE(36:6)	36:6	LysoPE(36:6)	36:6	A
STARD10	pos	39	722.511984624025	722.5107	36000	IV	ambiguous	9.61	2.6284259	9.29	9.81	PA		O	38.0	7.0		NaN	NaN		NaN	NaN		NaN	NaN	PA-O	ambiguous	PA-O	PA-O(38:7)	38:7	NA	NA	A
STARD10	pos	39	722.511984624025	722.5107	36000	IV	ambiguous	9.61	2.6284259	9.29	9.81	PE		O	34.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	ambiguous	PE-O	PE-O(34:3)	34:3	NA	NA	A
STARD10	pos	39	722.511984624025	722.5107	36000	IV	ambiguous	9.61	2.6284259	9.29	9.81	HexCerOH		t	33.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	ambiguous	HexCerOH	HexCerOH(33:2)	33:2	NA	NA	A
